"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","CC","1.057(95% CI:0.932-1.2; P=0.3853179053)","0.987(95% CI:0.954-1.021; P=0.4460376548)","0.98(95% CI:0.84-1.143; P=0.7952183207)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_FC","Free Cholesterol in Medium LDL","CC","1.023(95% CI:0.906-1.155; P=0.7154596676)","0.952(95% CI:0.921-0.985; P=0.0043853002)","0.925(95% CI:0.795-1.075; P=0.3089015087)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_PL","Phospholipids in Medium LDL","CC","1.047(95% CI:0.924-1.186; P=0.4735144189)","0.978(95% CI:0.945-1.011; P=0.1895514391)","0.962(95% CI:0.825-1.121; P=0.6178066251)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_TG","Triglycerides in Medium LDL","CC","1.04(95% CI:0.917-1.18; P=0.5446233164)","1.069(95% CI:1.035-1.104; P=0.0000521765)","1.053(95% CI:0.905-1.226; P=0.5007578859)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_C","Cholesterol in Medium VLDL","CC","1.019(95% CI:0.901-1.153; P=0.7618295339)","0.962(95% CI:0.93-0.995; P=0.0229387309)","0.949(95% CI:0.816-1.104; P=0.4955711056)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","CC","1.001(95% CI:0.887-1.129; P=0.9912358657)","0.946(95% CI:0.914-0.978; P=0.0011327013)","0.92(95% CI:0.792-1.07; P=0.2780541316)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","CC","1.038(95% CI:0.916-1.176; P=0.5573046804)","0.987(95% CI:0.955-1.021; P=0.4613708535)","0.985(95% CI:0.845-1.148; P=0.8454337006)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_PL","Phospholipids in Medium VLDL","CC","1.051(95% CI:0.927-1.192; P=0.4363233005)","0.998(95% CI:0.965-1.032; P=0.9113353655)","1.008(95% CI:0.865-1.175; P=0.9148830975)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_TG","Triglycerides in Medium VLDL","CC","1.103(95% CI:0.976-1.247; P=0.1166554341)","1.046(95% CI:1.011-1.083; P=0.0089836758)","1.12(95% CI:0.963-1.302; P=0.1420799525)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"MUFA","Monounsaturated Fatty Acids","CC","1.079(95% CI:0.949-1.228; P=0.2454533343)","1.075(95% CI:1.04-1.112; P=0.0000224441)","1.076(95% CI:0.922-1.255; P=0.3553662152)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"non_HDL_C","Total Cholesterol Minus HDL-C","CC","1.035(95% CI:0.911-1.175; P=0.6005004834)","0.963(95% CI:0.932-0.996; P=0.0282843293)","0.953(95% CI:0.82-1.108; P=0.5322562585)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Omega_3","Omega-3 Fatty Acids","CC","0.877(95% CI:0.768-1.001; P=0.0511769597)","0.962(95% CI:0.929-0.996; P=0.0271148801)","0.855(95% CI:0.728-1.005; P=0.0568012441)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Omega_6","Omega-6 Fatty Acids","CC","1.084(95% CI:0.95-1.237; P=0.2291386727)","0.972(95% CI:0.939-1.006; P=0.0997922886)","1.041(95% CI:0.89-1.216; P=0.6178266097)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phe","Phenylalanine","CC","1.009(95% CI:0.895-1.139; P=0.8792227051)","1.013(95% CI:0.981-1.047; P=0.4217501333)","1.062(95% CI:0.914-1.233; P=0.4311558005)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phosphatidylc","Phosphatidylcholines","CC","1.028(95% CI:0.896-1.18; P=0.6938443437)","0.969(95% CI:0.935-1.004; P=0.0855791523)","0.995(95% CI:0.849-1.167; P=0.9531312365)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phosphoglyc","Phosphoglycerides","CC","1.029(95% CI:0.898-1.18; P=0.6789651842)","0.985(95% CI:0.95-1.021; P=0.3979885235)","0.996(95% CI:0.85-1.167; P=0.9571058514)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"PUFA","Polyunsaturated Fatty Acids","CC","1.028(95% CI:0.897-1.178; P=0.6935580685)","0.965(95% CI:0.932-0.999; P=0.041861019)","0.989(95% CI:0.844-1.16; P=0.8945468029)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Pyruvate","Pyruvate","CC","0.905(95% CI:0.796-1.03; P=0.1299147066)","1.034(95% CI:1.002-1.068; P=0.037129295)","0.907(95% CI:0.772-1.065; P=0.2328912536)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","CC","1.03(95% CI:0.906-1.171; P=0.6509513771)","0.971(95% CI:0.939-1.004; P=0.0817674614)","0.966(95% CI:0.83-1.124; P=0.6521658409)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_C","Cholesterol in Small HDL","CC","1.087(95% CI:0.959-1.233; P=0.1920813747)","0.971(95% CI:0.938-1.004; P=0.087142365)","0.986(95% CI:0.845-1.15; P=0.8601483361)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_CE","Cholesteryl Esters in Small HDL","CC","1.086(95% CI:0.958-1.231; P=0.194934901)","0.966(95% CI:0.934-0.999; P=0.0443155592)","0.978(95% CI:0.84-1.14; P=0.7797674225)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_FC","Free Cholesterol in Small HDL","CC","1.071(95% CI:0.939-1.222; P=0.3089544946)","0.992(95% CI:0.958-1.027; P=0.6326652467)","1.01(95% CI:0.864-1.182; P=0.8977906954)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_PL","Phospholipids in Small HDL","CC","1.085(95% CI:0.955-1.233; P=0.209074713)","1.007(95% CI:0.973-1.042; P=0.6832985637)","1.029(95% CI:0.883-1.201; P=0.7124031349)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_TG","Triglycerides in Small HDL","CC","1.043(95% CI:0.923-1.179; P=0.4994875474)","1.065(95% CI:1.03-1.101; P=0.0002580805)","1.051(95% CI:0.903-1.223; P=0.5204810915)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_C","Cholesterol in Small LDL","CC","1.045(95% CI:0.924-1.183; P=0.4825535311)","0.979(95% CI:0.947-1.012; P=0.2158662714)","0.968(95% CI:0.832-1.127; P=0.6766151179)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_CE","Cholesteryl Esters in Small LDL","CC","1.051(95% CI:0.928-1.19; P=0.4339336905)","0.989(95% CI:0.956-1.023; P=0.5275063142)","0.981(95% CI:0.842-1.144; P=0.8096050987)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_FC","Free Cholesterol in Small LDL","CC","1.023(95% CI:0.907-1.154; P=0.7055180874)","0.956(95% CI:0.925-0.989; P=0.0087840454)","0.935(95% CI:0.805-1.086; P=0.3780608943)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_PL","Phospholipids in Small LDL","CC","1.039(95% CI:0.919-1.175; P=0.5439731676)","0.995(95% CI:0.962-1.028; P=0.7476416966)","0.972(95% CI:0.835-1.131; P=0.7102373908)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_TG","Triglycerides in Small LDL","CC","1.062(95% CI:0.94-1.199; P=0.3339505267)","1.075(95% CI:1.041-1.11; P=0.0000098725)","1.084(95% CI:0.935-1.256; P=0.2830667393)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_C","Cholesterol in Small VLDL","CC","1.011(95% CI:0.891-1.147; P=0.8622300297)","0.989(95% CI:0.956-1.023; P=0.5213615743)","0.957(95% CI:0.82-1.116; P=0.5751276175)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","CC","1.004(95% CI:0.885-1.14; P=0.9445341296)","0.995(95% CI:0.962-1.029; P=0.7622994223)","0.955(95% CI:0.819-1.115; P=0.5621168477)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_FC","Free Cholesterol in Small VLDL","CC","1.02(95% CI:0.901-1.156; P=0.7504991718)","0.981(95% CI:0.948-1.014; P=0.2566454068)","0.959(95% CI:0.823-1.118; P=0.5948737259)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_PL","Phospholipids in Small VLDL","CC","1.033(95% CI:0.911-1.172; P=0.6118163049)","0.999(95% CI:0.965-1.033; P=0.9322468916)","0.99(95% CI:0.848-1.155; P=0.8960123461)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_TG","Triglycerides in Small VLDL","CC","1.06(95% CI:0.937-1.2; P=0.3513581993)","1.055(95% CI:1.02-1.091; P=0.0018271672)","1.092(95% CI:0.94-1.27; P=0.2497629776)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"SFA","Saturated Fatty Acids","CC","1.064(95% CI:0.934-1.213; P=0.3523458028)","1.064(95% CI:1.028-1.1; P=0.0003217947)","1.055(95% CI:0.904-1.232; P=0.4974192933)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Sphingomyelins","Sphingomyelins","CC","0.997(95% CI:0.878-1.133; P=0.965458341)","0.972(95% CI:0.938-1.007; P=0.1181105021)","0.93(95% CI:0.796-1.087; P=0.3613655209)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_C","Total Cholesterol","CC","1.031(95% CI:0.908-1.17; P=0.6392399134)","0.951(95% CI:0.919-0.984; P=0.0038054674)","0.955(95% CI:0.821-1.111; P=0.5504890719)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_CE","Total Esterified Cholesterol","CC","1.028(95% CI:0.907-1.166; P=0.662784777)","0.947(95% CI:0.915-0.98; P=0.0017831374)","0.95(95% CI:0.817-1.104; P=0.5040699027)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FA","Total Fatty Acids","CC","1.063(95% CI:0.929-1.215; P=0.3747157273)","1.04(95% CI:1.005-1.076; P=0.0245553931)","1.044(95% CI:0.892-1.222; P=0.5889346178)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FC","Total Free Cholesterol","CC","1.03(95% CI:0.908-1.17; P=0.6437258345)","0.964(95% CI:0.932-0.997; P=0.0336607118)","0.963(95% CI:0.827-1.121; P=0.6253284602)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_L","Total Lipids in Lipoprotein Particles","CC","1.062(95% CI:0.931-1.212; P=0.3672280385)","0.993(95% CI:0.96-1.028; P=0.7072369931)","1.011(95% CI:0.866-1.18; P=0.8893414641)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_PL","Total Phospholipids in Lipoprotein Particles","CC","1.045(95% CI:0.915-1.193; P=0.5193327603)","0.984(95% CI:0.95-1.019; P=0.365445278)","0.994(95% CI:0.85-1.162; P=0.9360751939)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_TG","Total Triglycerides","CC","1.075(95% CI:0.948-1.22; P=0.2587844912)","1.068(95% CI:1.032-1.105; P=0.0001433927)","1.094(95% CI:0.938-1.276; P=0.2525578926)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Tyr","Tyrosine","CC","0.956(95% CI:0.845-1.083; P=0.4828157342)","1.012(95% CI:0.979-1.047; P=0.4705665249)","0.997(95% CI:0.857-1.159; P=0.9658321132)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","CC","0.885(95% CI:0.787-0.995; P=0.0402544819)","0.88(95% CI:0.851-0.911; P=0)","0.851(95% CI:0.733-0.988; P=0.0342887459)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Val","Valine","CC","0.899(95% CI:0.79-1.025; P=0.1108510196)","0.991(95% CI:0.957-1.026; P=0.6002858821)","0.947(95% CI:0.809-1.108; P=0.4967774683)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","CC","1.04(95% CI:0.914-1.182; P=0.5545045144)","1.003(95% CI:0.97-1.038; P=0.8568217428)","0.994(95% CI:0.852-1.16; P=0.9384561744)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","CC","1.026(95% CI:0.904-1.165; P=0.6906230404)","0.988(95% CI:0.956-1.022; P=0.4943322543)","0.973(95% CI:0.835-1.134; P=0.7248378766)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","CC","1.055(95% CI:0.929-1.198; P=0.4084194242)","1.025(95% CI:0.991-1.061; P=0.1475540067)","1.026(95% CI:0.879-1.197; P=0.747026695)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","CC","1.071(95% CI:0.941-1.22; P=0.2981788137)","1.046(95% CI:1.01-1.082; P=0.0108653694)","1.061(95% CI:0.907-1.24; P=0.4610831914)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","CC","1.058(95% CI:0.931-1.202; P=0.3841820432)","1.036(95% CI:1.001-1.072; P=0.041963365)","1.038(95% CI:0.89-1.212; P=0.6331484616)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","CC","1.09(95% CI:0.963-1.234; P=0.1714510734)","1.069(95% CI:1.033-1.106; P=0.0001342003)","1.114(95% CI:0.956-1.297; P=0.1663901647)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","CC","0.961(95% CI:0.847-1.091; P=0.5406160221)","0.964(95% CI:0.929-1.001; P=0.0554309834)","0.996(95% CI:0.852-1.166; P=0.9631025627)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","CC","0.964(95% CI:0.849-1.095; P=0.571365033)","0.96(95% CI:0.925-0.997; P=0.0348453938)","1(95% CI:0.854-1.17; P=0.9959993184)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","CC","0.957(95% CI:0.845-1.084; P=0.4907736175)","0.981(95% CI:0.946-1.017; P=0.3020065962)","0.991(95% CI:0.85-1.156; P=0.9097775738)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","CC","0.957(95% CI:0.84-1.09; P=0.5089918604)","0.973(95% CI:0.937-1.01; P=0.1540315838)","1.001(95% CI:0.854-1.174; P=0.9903787312)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","CC","1.015(95% CI:0.892-1.154; P=0.8254138597)","1.049(95% CI:1.015-1.084; P=0.0041802595)","1.053(95% CI:0.907-1.223; P=0.4974721495)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","CC","1.073(95% CI:0.948-1.214; P=0.2629878791)","1.045(95% CI:1.01-1.081; P=0.0117916176)","1.067(95% CI:0.916-1.243; P=0.406376988)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","CC","1.065(95% CI:0.941-1.207; P=0.3186641839)","1.027(95% CI:0.992-1.062; P=0.1322920243)","1.046(95% CI:0.897-1.219; P=0.5687595513)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","CC","1.079(95% CI:0.956-1.218; P=0.2156490467)","1.062(95% CI:1.027-1.098; P=0.0004840731)","1.088(95% CI:0.937-1.264; P=0.2687211324)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","CC","1.083(95% CI:0.961-1.222; P=0.1921279427)","1.067(95% CI:1.032-1.103; P=0.0001486774)","1.099(95% CI:0.947-1.275; P=0.2141927024)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","CC","1.094(95% CI:0.972-1.232; P=0.1370327768)","1.079(95% CI:1.044-1.116; P=0.0000068672)","1.125(95% CI:0.972-1.303; P=0.1146852512)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","CC","0.975(95% CI:0.859-1.107; P=0.6996320724)","0.967(95% CI:0.934-1.001; P=0.0545240673)","0.91(95% CI:0.78-1.061; P=0.2285254973)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","CC","0.971(95% CI:0.857-1.101; P=0.6482004657)","0.957(95% CI:0.925-0.991; P=0.0136903927)","0.898(95% CI:0.77-1.046; P=0.1679802737)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","CC","0.983(95% CI:0.865-1.118; P=0.797373217)","0.992(95% CI:0.959-1.027; P=0.6602534436)","0.939(95% CI:0.804-1.097; P=0.4279499345)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","CC","0.982(95% CI:0.862-1.118; P=0.782464992)","1.011(95% CI:0.977-1.045; P=0.5464609577)","0.949(95% CI:0.812-1.11; P=0.5136018282)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","CC","1.01(95% CI:0.889-1.148; P=0.8751711457)","1.059(95% CI:1.025-1.095; P=0.0006146049)","1.027(95% CI:0.881-1.196; P=0.7341188706)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","CC","1.083(95% CI:0.963-1.219; P=0.1837482249)","1.071(95% CI:1.037-1.107; P=0.0000422464)","1.114(95% CI:0.963-1.289; P=0.1451342995)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","CC","1.085(95% CI:0.964-1.222; P=0.1766317584)","1.066(95% CI:1.031-1.101; P=0.0001722425)","1.116(95% CI:0.965-1.292; P=0.1397314311)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","CC","1.081(95% CI:0.962-1.214; P=0.1889603912)","1.077(95% CI:1.043-1.113; P=0.0000070604)","1.11(95% CI:0.962-1.282; P=0.1531236804)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","CC","1.084(95% CI:0.966-1.215; P=0.1694680493)","1.08(95% CI:1.046-1.116; P=0.000002563)","1.113(95% CI:0.966-1.284; P=0.1385032947)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","CC","1.086(95% CI:0.967-1.22; P=0.1629893845)","1.085(95% CI:1.051-1.12; P=0.000000642)","1.117(95% CI:0.968-1.289; P=0.1315182808)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetate","Acetate","CRC","0.866(95% CI:0.739-1.015; P=0.0751877101)","1.016(95% CI:0.992-1.041; P=0.1832569224)","0.768(95% CI:0.609-0.97; P=0.0268040461)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetoacetate","Acetoacetate","CRC","0.909(95% CI:0.81-1.02; P=0.104664835)","1.067(95% CI:1.045-1.09; P=0.0000000022)","0.925(95% CI:0.805-1.062; P=0.2686226284)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetone","Acetone","CRC","0.923(95% CI:0.82-1.04; P=0.1891621994)","1.046(95% CI:1.023-1.069; P=0.0000703145)","0.937(95% CI:0.816-1.076; P=0.3587841236)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ala","Alanine","CRC","0.91(95% CI:0.82-1.009; P=0.0724371108)","1.004(95% CI:0.976-1.032; P=0.7868232366)","0.948(95% CI:0.837-1.075; P=0.4072755936)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Albumin","Albumin","CRC","0.976(95% CI:0.875-1.089; P=0.6646918176)","0.905(95% CI:0.88-0.93; P=0)","0.937(95% CI:0.826-1.063; P=0.3107459592)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoA1","Apolipoprotein A1","CRC","1.026(95% CI:0.919-1.145; P=0.6477351046)","1.004(95% CI:0.974-1.035; P=0.7939779482)","1.025(95% CI:0.899-1.169; P=0.7086224208)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoB","Apolipoprotein B","CRC","1.019(95% CI:0.918-1.131; P=0.7188482859)","0.98(95% CI:0.953-1.007; P=0.1456308717)","0.959(95% CI:0.847-1.086; P=0.5128597028)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"bOHbutyrate","3-Hydroxybutyrate","CRC","0.999(95% CI:0.899-1.111; P=0.9847848985)","1.076(95% CI:1.051-1.102; P=0.0000000013)","1.023(95% CI:0.906-1.155; P=0.7101292693)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Cholines","Total Cholines","CRC","1.019(95% CI:0.912-1.139; P=0.7415238128)","0.998(95% CI:0.969-1.027; P=0.8669606859)","0.989(95% CI:0.87-1.125; P=0.8686142063)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
