"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_HDL_TG","Triglycerides in Medium HDL","BC_premeno","1.049(95% CI:0.844-1.304; P=0.6674175138)","0.957(95% CI:0.914-1.002; P=0.0606582342)","0.963(95% CI:0.72-1.289; P=0.8020463)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_LDL_C","Cholesterol in Medium LDL","BC_premeno","0.872(95% CI:0.687-1.108; P=0.2629295307)","0.919(95% CI:0.878-0.963; P=0.0003817627)","0.92(95% CI:0.692-1.223; P=0.5667493414)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","BC_premeno","0.883(95% CI:0.696-1.122; P=0.308683392)","0.917(95% CI:0.875-0.961; P=0.0002611902)","0.908(95% CI:0.682-1.21; P=0.5112061396)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_LDL_FC","Free Cholesterol in Medium LDL","BC_premeno","0.837(95% CI:0.654-1.072; P=0.1584451289)","0.928(95% CI:0.885-0.973; P=0.001840379)","0.948(95% CI:0.708-1.269; P=0.7176729203)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_LDL_PL","Phospholipids in Medium LDL","BC_premeno","0.854(95% CI:0.669-1.091; P=0.2070846369)","0.922(95% CI:0.879-0.966; P=0.0006120258)","0.914(95% CI:0.684-1.221; P=0.5425862336)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_LDL_TG","Triglycerides in Medium LDL","BC_premeno","0.993(95% CI:0.782-1.26; P=0.951735952)","0.939(95% CI:0.894-0.987; P=0.0127414263)","0.927(95% CI:0.682-1.261; P=0.6302970771)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_C","Cholesterol in Medium VLDL","BC_premeno","0.908(95% CI:0.711-1.16; P=0.4386115794)","0.929(95% CI:0.885-0.974; P=0.0025693314)","0.986(95% CI:0.739-1.316; P=0.9251901967)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","BC_premeno","0.908(95% CI:0.709-1.164; P=0.4467458486)","0.937(95% CI:0.893-0.984; P=0.0088836944)","1.018(95% CI:0.761-1.362; P=0.9057874832)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","BC_premeno","0.91(95% CI:0.713-1.162; P=0.4514657824)","0.921(95% CI:0.878-0.967; P=0.000852615)","0.944(95% CI:0.706-1.264; P=0.699395032)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_PL","Phospholipids in Medium VLDL","BC_premeno","0.916(95% CI:0.72-1.165; P=0.4733494233)","0.923(95% CI:0.88-0.968; P=0.0009338231)","0.927(95% CI:0.693-1.24; P=0.6108530032)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_TG","Triglycerides in Medium VLDL","BC_premeno","0.93(95% CI:0.738-1.174; P=0.5423764036)","0.929(95% CI:0.886-0.975; P=0.0025119138)","0.858(95% CI:0.635-1.158; P=0.3156503397)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"MUFA","Monounsaturated Fatty Acids","BC_premeno","0.946(95% CI:0.755-1.185; P=0.6279255838)","0.922(95% CI:0.881-0.965; P=0.0004429033)","0.922(95% CI:0.696-1.223; P=0.5745034026)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"non_HDL_C","Total Cholesterol Minus HDL-C","BC_premeno","0.894(95% CI:0.705-1.133; P=0.3541012079)","0.931(95% CI:0.889-0.974; P=0.0020642104)","0.997(95% CI:0.752-1.321; P=0.9831706219)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Omega_3","Omega-3 Fatty Acids","BC_premeno","0.877(95% CI:0.672-1.144; P=0.3329747783)","0.906(95% CI:0.862-0.952; P=0.0000997659)","0.951(95% CI:0.701-1.29; P=0.746187586)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Omega_6","Omega-6 Fatty Acids","BC_premeno","0.952(95% CI:0.76-1.192; P=0.6678514169)","0.929(95% CI:0.889-0.972; P=0.0012429332)","1.014(95% CI:0.773-1.33; P=0.9219679778)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phe","Phenylalanine","BC_premeno","0.89(95% CI:0.708-1.119; P=0.3192402629)","1.024(95% CI:0.98-1.07; P=0.2865062821)","0.851(95% CI:0.635-1.14; P=0.2787811187)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phosphatidylc","Phosphatidylcholines","BC_premeno","0.956(95% CI:0.763-1.199; P=0.6987163073)","0.965(95% CI:0.924-1.008; P=0.1096678959)","1.071(95% CI:0.815-1.409; P=0.6210916706)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phosphoglyc","Phosphoglycerides","BC_premeno","0.955(95% CI:0.761-1.199; P=0.6929963121)","0.953(95% CI:0.912-0.995; P=0.0288045277)","1.065(95% CI:0.809-1.402; P=0.6539636439)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"PUFA","Polyunsaturated Fatty Acids","BC_premeno","0.929(95% CI:0.737-1.171; P=0.5339040944)","0.918(95% CI:0.877-0.96; P=0.0001708066)","1(95% CI:0.76-1.317; P=0.9985698993)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Pyruvate","Pyruvate","BC_premeno","1.006(95% CI:0.811-1.249; P=0.9542409584)","1.034(95% CI:0.995-1.075; P=0.0878852494)","1.05(95% CI:0.804-1.371; P=0.7213953206)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","BC_premeno","0.921(95% CI:0.725-1.171; P=0.5028712699)","0.931(95% CI:0.889-0.975; P=0.0024377077)","1.016(95% CI:0.765-1.348; P=0.9137418927)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_C","Cholesterol in Small HDL","BC_premeno","0.832(95% CI:0.664-1.042; P=0.1100275549)","0.935(95% CI:0.895-0.977; P=0.0029233142)","0.872(95% CI:0.659-1.153; P=0.3359140156)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_CE","Cholesteryl Esters in Small HDL","BC_premeno","0.819(95% CI:0.656-1.022; P=0.0777265288)","0.937(95% CI:0.896-0.979; P=0.0036289502)","0.854(95% CI:0.648-1.125; P=0.2627541956)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_FC","Free Cholesterol in Small HDL","BC_premeno","0.916(95% CI:0.728-1.153; P=0.4548815654)","0.94(95% CI:0.9-0.983; P=0.0067352243)","0.967(95% CI:0.729-1.283; P=0.816328152)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_PL","Phospholipids in Small HDL","BC_premeno","0.925(95% CI:0.742-1.154; P=0.4903881733)","0.942(95% CI:0.902-0.984; P=0.0076498323)","0.921(95% CI:0.696-1.219; P=0.5641439193)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_TG","Triglycerides in Small HDL","BC_premeno","0.983(95% CI:0.779-1.239; P=0.882858215)","0.942(95% CI:0.898-0.988; P=0.0134904706)","0.852(95% CI:0.624-1.163; P=0.3123321993)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_C","Cholesterol in Small LDL","BC_premeno","0.87(95% CI:0.68-1.111; P=0.2637366158)","0.923(95% CI:0.881-0.968; P=0.0009539988)","0.931(95% CI:0.697-1.244; P=0.6277820623)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_CE","Cholesteryl Esters in Small LDL","BC_premeno","0.888(95% CI:0.695-1.135; P=0.3429957557)","0.918(95% CI:0.876-0.963; P=0.0004622801)","0.928(95% CI:0.694-1.241; P=0.6128070637)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_FC","Free Cholesterol in Small LDL","BC_premeno","0.826(95% CI:0.647-1.054; P=0.1241395389)","0.942(95% CI:0.899-0.988; P=0.0131929382)","0.935(95% CI:0.699-1.251; P=0.6518777447)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_PL","Phospholipids in Small LDL","BC_premeno","0.861(95% CI:0.672-1.104; P=0.2392066241)","0.941(95% CI:0.898-0.987; P=0.0124089161)","0.944(95% CI:0.706-1.264; P=0.70015334)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_TG","Triglycerides in Small LDL","BC_premeno","1.014(95% CI:0.805-1.277; P=0.908524076)","0.938(95% CI:0.892-0.986; P=0.0113326785)","0.91(95% CI:0.666-1.244; P=0.5560565998)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_C","Cholesterol in Small VLDL","BC_premeno","0.912(95% CI:0.715-1.162; P=0.4562530604)","0.927(95% CI:0.884-0.972; P=0.0017404867)","0.918(95% CI:0.686-1.229; P=0.5660242257)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","BC_premeno","0.92(95% CI:0.722-1.173; P=0.5027251484)","0.928(95% CI:0.885-0.973; P=0.0021788476)","0.907(95% CI:0.676-1.217; P=0.5152820293)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_FC","Free Cholesterol in Small VLDL","BC_premeno","0.898(95% CI:0.702-1.15; P=0.3957433267)","0.925(95% CI:0.881-0.97; P=0.0014509451)","0.934(95% CI:0.697-1.253; P=0.648689969)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_PL","Phospholipids in Small VLDL","BC_premeno","0.909(95% CI:0.712-1.16; P=0.4427560132)","0.925(95% CI:0.882-0.97; P=0.0012888525)","0.912(95% CI:0.679-1.223; P=0.5371543636)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_TG","Triglycerides in Small VLDL","BC_premeno","0.97(95% CI:0.768-1.225; P=0.7978862517)","0.94(95% CI:0.896-0.986; P=0.0106566152)","0.872(95% CI:0.642-1.182; P=0.3768466827)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"SFA","Saturated Fatty Acids","BC_premeno","0.955(95% CI:0.759-1.203; P=0.6988763495)","0.927(95% CI:0.886-0.97; P=0.0011135747)","0.958(95% CI:0.722-1.271; P=0.7675722918)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Sphingomyelins","Sphingomyelins","BC_premeno","0.904(95% CI:0.704-1.159; P=0.4247208397)","0.942(95% CI:0.899-0.988; P=0.0136285447)","1.09(95% CI:0.814-1.459; P=0.5627660514)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_C","Total Cholesterol","BC_premeno","0.906(95% CI:0.712-1.153; P=0.4225625612)","0.94(95% CI:0.898-0.985; P=0.0092453053)","1.069(95% CI:0.802-1.424; P=0.6479657368)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_CE","Total Esterified Cholesterol","BC_premeno","0.903(95% CI:0.71-1.15; P=0.4090065619)","0.943(95% CI:0.9-0.988; P=0.0129451769)","1.075(95% CI:0.806-1.434; P=0.6231030393)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_FA","Total Fatty Acids","BC_premeno","0.942(95% CI:0.749-1.183; P=0.6063741689)","0.919(95% CI:0.879-0.961; P=0.000216313)","0.96(95% CI:0.728-1.265; P=0.7697107961)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_FC","Total Free Cholesterol","BC_premeno","0.915(95% CI:0.717-1.167; P=0.4725954133)","0.93(95% CI:0.888-0.975; P=0.0026891637)","1.047(95% CI:0.786-1.394; P=0.7540373873)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_L","Total Lipids in Lipoprotein Particles","BC_premeno","0.929(95% CI:0.734-1.175; P=0.5372982313)","0.931(95% CI:0.89-0.974; P=0.0019507603)","1.023(95% CI:0.773-1.353; P=0.8748425568)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_PL","Total Phospholipids in Lipoprotein Particles","BC_premeno","0.963(95% CI:0.763-1.215; P=0.7494934656)","0.946(95% CI:0.905-0.989; P=0.0150316875)","1.097(95% CI:0.829-1.451; P=0.5181132855)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_TG","Total Triglycerides","BC_premeno","0.963(95% CI:0.768-1.207; P=0.7435132708)","0.933(95% CI:0.891-0.978; P=0.0038962047)","0.882(95% CI:0.658-1.182; P=0.4014415161)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Tyr","Tyrosine","BC_premeno","0.864(95% CI:0.682-1.094; P=0.2243463672)","0.924(95% CI:0.882-0.968; P=0.0008867587)","0.956(95% CI:0.717-1.275; P=0.7588479561)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","BC_premeno","0.928(95% CI:0.733-1.174; P=0.5341525107)","0.971(95% CI:0.927-1.017; P=0.2129854356)","1.078(95% CI:0.804-1.445; P=0.6155611665)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Val","Valine","BC_premeno","0.93(95% CI:0.743-1.165; P=0.5274954332)","0.955(95% CI:0.913-0.999; P=0.0435868485)","1.051(95% CI:0.791-1.396; P=0.7334957464)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","BC_premeno","0.936(95% CI:0.74-1.182; P=0.5773322564)","0.925(95% CI:0.883-0.969; P=0.0009682138)","0.944(95% CI:0.712-1.253; P=0.6923043343)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","BC_premeno","0.937(95% CI:0.739-1.189; P=0.5922638101)","0.927(95% CI:0.885-0.972; P=0.0016612118)","0.963(95% CI:0.724-1.281; P=0.7957915955)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","BC_premeno","0.939(95% CI:0.742-1.189; P=0.6037077055)","0.922(95% CI:0.879-0.966; P=0.000734157)","0.915(95% CI:0.684-1.223; P=0.5469696698)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","BC_premeno","0.947(95% CI:0.756-1.187; P=0.6388066726)","0.926(95% CI:0.885-0.969; P=0.0009355202)","0.9(95% CI:0.679-1.192; P=0.4616745273)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","BC_premeno","0.947(95% CI:0.75-1.195; P=0.6460529539)","0.926(95% CI:0.883-0.97; P=0.0012281608)","0.908(95% CI:0.68-1.213; P=0.5146743886)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","BC_premeno","0.965(95% CI:0.77-1.21; P=0.7594008098)","0.932(95% CI:0.889-0.977; P=0.0033553768)","0.871(95% CI:0.647-1.171; P=0.3588745746)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","BC_premeno","1.129(95% CI:0.909-1.403; P=0.2735333488)","1.04(95% CI:0.994-1.089; P=0.0864562644)","1.325(95% CI:1.026-1.711; P=0.0312176586)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","BC_premeno","1.123(95% CI:0.904-1.396; P=0.2943251217)","1.04(95% CI:0.994-1.088; P=0.0922465023)","1.317(95% CI:1.019-1.701; P=0.0350991005)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","BC_premeno","1.142(95% CI:0.918-1.421; P=0.2345337935)","1.04(95% CI:0.994-1.088; P=0.0919457325)","1.329(95% CI:1.032-1.712; P=0.0276925531)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","BC_premeno","1.172(95% CI:0.95-1.446; P=0.1373875606)","1.044(95% CI:0.999-1.092; P=0.0566946475)","1.351(95% CI:1.052-1.734; P=0.0183769278)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","BC_premeno","1.088(95% CI:0.877-1.351; P=0.4419590747)","0.973(95% CI:0.928-1.019; P=0.2430177253)","1.06(95% CI:0.804-1.398; P=0.6783540394)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","BC_premeno","0.96(95% CI:0.761-1.211; P=0.7293766909)","0.925(95% CI:0.882-0.971; P=0.0015873871)","0.883(95% CI:0.654-1.193; P=0.4173169603)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","BC_premeno","0.948(95% CI:0.75-1.198; P=0.6533104155)","0.924(95% CI:0.88-0.969; P=0.0011533498)","0.892(95% CI:0.664-1.2; P=0.4508116073)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","BC_premeno","0.976(95% CI:0.774-1.23; P=0.8341432559)","0.929(95% CI:0.885-0.976; P=0.0032425053)","0.871(95% CI:0.638-1.189; P=0.3852115609)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","BC_premeno","0.979(95% CI:0.777-1.233; P=0.8545164109)","0.93(95% CI:0.886-0.977; P=0.0038956715)","0.868(95% CI:0.634-1.187; P=0.3746067566)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","BC_premeno","0.977(95% CI:0.776-1.229; P=0.841081039)","0.935(95% CI:0.89-0.982; P=0.0069857019)","0.85(95% CI:0.617-1.17; P=0.3190554014)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","BC_premeno","0.975(95% CI:0.761-1.248; P=0.839823487)","0.95(95% CI:0.905-0.997; P=0.0372431043)","1.085(95% CI:0.814-1.447; P=0.5790518345)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","BC_premeno","0.974(95% CI:0.76-1.249; P=0.8382591716)","0.953(95% CI:0.908-1; P=0.0499886426)","1.107(95% CI:0.829-1.477; P=0.4909415296)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","BC_premeno","0.981(95% CI:0.766-1.256; P=0.8777572825)","0.945(95% CI:0.9-0.992; P=0.0215602087)","1.033(95% CI:0.773-1.381; P=0.8250000647)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","BC_premeno","0.997(95% CI:0.782-1.271; P=0.980448689)","0.95(95% CI:0.906-0.997; P=0.0363288964)","1.022(95% CI:0.765-1.365; P=0.8824726894)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","BC_premeno","1.022(95% CI:0.81-1.29; P=0.8523958125)","0.954(95% CI:0.91-1.001; P=0.0536226886)","0.95(95% CI:0.704-1.283; P=0.7390724443)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","BC_premeno","1.034(95% CI:0.829-1.289; P=0.7673789658)","0.935(95% CI:0.89-0.982; P=0.0076393997)","0.884(95% CI:0.645-1.213; P=0.4453263901)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","BC_premeno","1.034(95% CI:0.829-1.29; P=0.7682359239)","0.936(95% CI:0.891-0.983; P=0.0087236309)","0.896(95% CI:0.657-1.222; P=0.4867921724)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","BC_premeno","1.036(95% CI:0.831-1.291; P=0.7542687889)","0.935(95% CI:0.889-0.983; P=0.0082634533)","0.861(95% CI:0.617-1.2; P=0.3761460581)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","BC_premeno","1.049(95% CI:0.844-1.303; P=0.6665171519)","0.937(95% CI:0.891-0.985; P=0.0108601376)","0.864(95% CI:0.616-1.212; P=0.3970153015)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","BC_premeno","1.051(95% CI:0.847-1.302; P=0.6526547108)","0.941(95% CI:0.895-0.989; P=0.0167534947)","0.911(95% CI:0.664-1.251; P=0.5649279163)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetate","Acetate","CC","0.903(95% CI:0.751-1.084; P=0.2739261137)","1.021(95% CI:0.992-1.05; P=0.1610048606)","0.803(95% CI:0.609-1.059; P=0.1203348712)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetoacetate","Acetoacetate","CC","0.889(95% CI:0.769-1.027; P=0.1089404939)","1.078(95% CI:1.052-1.105; P=0.0000000023)","0.885(95% CI:0.738-1.061; P=0.1860481635)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetone","Acetone","CC","0.9(95% CI:0.774-1.045; P=0.1661293555)","1.046(95% CI:1.018-1.075; P=0.0010838166)","0.905(95% CI:0.756-1.083; P=0.2746204098)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ala","Alanine","CC","0.898(95% CI:0.792-1.018; P=0.0931980943)","1.003(95% CI:0.97-1.038; P=0.8609995951)","0.924(95% CI:0.792-1.077; P=0.3120146617)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Albumin","Albumin","CC","0.997(95% CI:0.873-1.138; P=0.9608941678)","0.875(95% CI:0.847-0.905; P=0)","0.939(95% CI:0.804-1.096; P=0.4253539097)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoA1","Apolipoprotein A1","CC","1.016(95% CI:0.89-1.161; P=0.8105859506)","0.969(95% CI:0.934-1.006; P=0.0998100424)","1.008(95% CI:0.858-1.184; P=0.9230651744)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoB","Apolipoprotein B","CC","1.033(95% CI:0.911-1.172; P=0.6123377919)","0.976(95% CI:0.944-1.01; P=0.1628715647)","0.963(95% CI:0.827-1.122; P=0.6291245151)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"bOHbutyrate","3-Hydroxybutyrate","CC","0.979(95% CI:0.857-1.118; P=0.7529950622)","1.084(95% CI:1.054-1.116; P=0.0000000215)","1.002(95% CI:0.857-1.173; P=0.978442201)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Cholines","Total Cholines","CC","1.026(95% CI:0.897-1.175; P=0.7054595244)","0.973(95% CI:0.939-1.009; P=0.1394986909)","0.987(95% CI:0.843-1.157; P=0.8735467815)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
